  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
2019,8,43692,2019.6219,410.01,411.56,410.15,411.74,410.01,411.56
2019,9,43723,2019.7068,408.48,411.98,408.44,411.96,408.48,411.98
2019,10,43753,2019.789,408.4,412.01,408.58,412.18,408.4,412.01
2019,11,43784,2019.874,410.16,412.44,410.16,412.4,410.16,412.44
2019,12,43814,2019.9562,411.81,412.74,411.71,412.62,411.81,412.74
2020,1,43845,2020.041,413.3,413.24,412.9,412.83,413.3,413.24
2020,2,43876,2020.1257,414.05,413.27,413.82,413.04,414.05,413.27
2020,3,43905,2020.2049,414.45,412.87,414.83,413.23,414.45,412.87
2020,4,43936,2020.2896,416.11,413.29,416.27,413.43,416.11,413.29
2020,5,43966,2020.3716,417.15,413.75,417.03,413.63,417.15,413.75
2020,6,43997,2020.4563,416.29,413.73,416.36,413.83,416.29,413.73
2020,7,44027,2020.5383,414.42,413.64,414.76,414.02,414.42,413.64
2020,8,44058,2020.623,412.52,414.1,412.59,414.22,412.52,414.1
2020,9,44089,2020.7077,411.18,414.7,410.87,414.41,411.18,414.7
2020,10,44119,2020.7896,411.12,414.74,410.99,414.6,411.12,414.74
2020,11,44150,2020.8743,412.88,415.16,412.53,414.78,412.88,415.16
2020,12,44180,2020.9563,413.89,414.82,414.04,414.95,413.89,414.82
2021,1,44211,2021.0411,415.15,415.09,415.2,415.13,415.15,415.09
2021,2,44242,2021.126,416.47,415.7,416.08,415.29,416.47,415.7
2021,3,44270,2021.2027,417.16,415.61,417.02,415.45,417.16,415.61
2021,4,44301,2021.2877,418.24,415.44,418.44,415.62,418.24,415.44
2021,5,44331,2021.3699,418.95,415.53,419.21,415.79,418.95,415.53
2021,6,44362,2021.4548,418.7,416.11,418.55,415.98,418.7,416.11
2021,7,44392,2021.537,416.65,415.83,416.96,416.18,416.65,415.83
2021,8,44423,2021.6219,414.34,415.9,414.8,416.4,414.34,415.9
2021,9,44454,2021.7068,412.9,416.43,413.1,416.64,412.9,416.43
2021,10,44484,2021.789,413.54,417.18,413.25,416.88,413.54,417.18
2021,11,44515,2021.874,414.81,417.1,414.88,417.14,414.81,417.1
2021,12,44545,2021.9562,416.43,417.37,416.48,417.4,416.43,417.37
2022,1,44576,2022.0411,418.01,417.95,417.74,417.67,418.01,417.95
2022,2,44607,2022.126,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,3,44635,2022.2027,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,4,44666,2022.2877,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,5,44696,2022.3699,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,6,44727,2022.4548,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,7,44757,2022.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,8,44788,2022.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,9,44819,2022.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,10,44849,2022.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,11,44880,2022.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,12,44910,2022.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
